CustomerID,Tenure,MonthlyCharge,TotalCharges,Contract,PaymentMethod,PaperlessBilling,AverageUsage,TotalUsage,Churn
CUST_1,38,128.5703066386543,4885.671652268864,Month-to-month,Credit card,0,34.57765766980563,1313.950991452614,0
CUST_2,44,122.90433175456864,5407.79059720102,One year,Bank transfer,0,43.387375008668094,1909.044500381396,0
CUST_3,13,79.12723344616396,1028.6540348001315,Month-to-month,Credit card,0,14.974817932820017,194.6726331266602,0
CUST_4,9,88.53722279547655,796.8350051592889,Month-to-month,Electronic check,0,14.611459175976552,131.50313258378898,1
CUST_5,10,148.1000002647664,1481.000002647664,One year,Electronic check,1,15.346697241489938,153.46697241489937,0
CUST_6,12,142.80265574638673,1713.6318689566408,Month-to-month,Electronic check,0,15.321385506549973,183.85662607859965,0
CUST_7,6,119.19022797655396,715.1413678593237,Two year,Bank transfer,1,17.381376073342185,104.28825644005312,0
CUST_8,16,79.83397342765534,1277.3435748424854,Two year,Mailed check,0,7.197305470702609,115.15688753124176,1
CUST_9,1,90.23062283683086,90.23062283683086,Month-to-month,Electronic check,1,0.887369503058224,0.887369503058224,0
CUST_10,17,124.59284306198042,2118.078332053667,Month-to-month,Mailed check,1,16.989151829467822,288.8155811009529,0
CUST_11,2,55.99304664213539,111.98609328427078,One year,Bank transfer,1,5.349895210066364,10.699790420132729,0
CUST_12,13,53.34930531449301,693.5409690884092,Two year,Credit card,0,21.346759767418973,277.50787697644665,0
CUST_13,8,47.80197490146375,382.41579921171,Two year,Credit card,1,8.677132550105265,69.41706040084212,0
CUST_14,46,91.65680090089069,4216.212841440971,Month-to-month,Electronic check,0,31.62735231174257,1454.858206340158,1
CUST_15,7,143.68142836904283,1005.7699985833,Two year,Mailed check,1,18.41240289889473,128.8868202922631,1
CUST_16,26,50.90577028365652,1323.5500273750697,Month-to-month,Electronic check,0,16.34308513387521,424.9202134807555,1
CUST_17,51,124.207916118766,6334.603722057066,Two year,Mailed check,1,34.74678093999912,1772.0858279399552,1
CUST_18,21,23.953302376663515,503.0193499099338,Month-to-month,Mailed check,0,14.191528367204272,298.0220957112897,0
CUST_19,38,85.80860148039787,3260.726856255119,Month-to-month,Credit card,1,32.7342861702144,1243.902874468147,1
CUST_20,19,56.92329663168542,1081.5426360020228,Month-to-month,Credit card,1,8.969480359742217,170.42012683510214,0
CUST_21,21,56.75382488344587,1191.8303225523632,Two year,Electronic check,0,17.657941476129665,370.816770998723,0
CUST_22,12,70.95660579431454,851.4792695317744,Month-to-month,Bank transfer,0,14.190269176679273,170.28323012015125,0
CUST_23,43,89.60945693177715,3853.206648066417,Two year,Mailed check,0,31.552949672744152,1356.7768359279985,1
CUST_24,29,120.47509724531857,3493.777820114238,Month-to-month,Bank transfer,1,24.301896802937,704.7550072851731,0
CUST_25,30,145.01557308464294,4350.467192539289,Month-to-month,Electronic check,0,42.34404768426624,1270.321430527987,0
CUST_26,15,39.55013291540773,593.2519937311159,Two year,Electronic check,0,15.868441421934556,238.02662132901835,0
CUST_27,51,71.32271838771877,3637.458637773657,Month-to-month,Credit card,1,32.45960518632358,1655.4398645025026,0
CUST_28,5,41.15623382277796,205.78116911388975,Month-to-month,Credit card,1,1.5184329727782533,7.592164863891266,0
CUST_29,24,128.76348012549835,3090.3235230119603,Month-to-month,Electronic check,0,20.569896289613084,493.677510950714,0
CUST_30,24,31.024314163395047,744.5835399214811,Month-to-month,Credit card,1,25.17217228379125,604.1321348109901,0
CUST_31,42,131.31714381506765,5515.320040232841,Two year,Bank transfer,0,34.48005691851078,1448.162390577453,0
CUST_32,50,116.3098704263106,5815.49352131553,One year,Bank transfer,1,35.3960176053708,1769.80088026854,0
CUST_33,56,131.5837460927535,7368.689781194196,Month-to-month,Electronic check,1,41.739862175458256,2337.4322818256624,1
CUST_34,31,135.68962727687557,4206.378445583143,Month-to-month,Bank transfer,0,26.51234665320106,821.8827462492329,0
CUST_35,33,39.60096398452609,1306.831811489361,Month-to-month,Electronic check,1,17.602020969151337,580.8666919819941,0
CUST_36,23,92.36918575795156,2124.4912724328856,Month-to-month,Credit card,1,21.1646859625922,486.78777713962063,0
CUST_37,14,59.32728929954322,830.5820501936051,One year,Mailed check,0,8.928648138399488,125.00107393759284,1
CUST_38,42,55.25901549600596,2320.87865083225,Month-to-month,Bank transfer,0,25.38016493505793,1065.9669272724332,0
CUST_39,10,22.136468827060728,221.36468827060727,Month-to-month,Bank transfer,1,0.9380835254303372,9.380835254303372,1
CUST_40,8,86.97350025316588,695.788002025327,One year,Bank transfer,0,8.59363581683154,68.74908653465232,1
CUST_41,23,22.47642195028389,516.9577048565294,Month-to-month,Credit card,0,-2.766674619775221,-63.63351625483009,0
CUST_42,58,136.7697151152505,7932.64347668453,One year,Bank transfer,1,47.382300126876736,2748.1734073588505,0
CUST_43,2,54.70761988645482,109.41523977290964,One year,Credit card,1,2.059940953614329,4.119881907228658,0
CUST_44,1,84.13854272145286,84.13854272145286,Two year,Bank transfer,0,3.033045714502533,3.033045714502533,0
CUST_45,18,102.73427811623948,1849.2170060923104,Month-to-month,Electronic check,0,18.0966180055689,325.7391241002402,0
CUST_46,9,20.19496838945561,181.75471550510048,One year,Electronic check,1,6.076688522905157,54.690196706146416,0
CUST_47,25,34.72106298626708,868.026574656677,Two year,Credit card,0,15.216469578907606,380.41173947269016,0
CUST_48,14,80.65038588646482,1129.1054024105074,Month-to-month,Bank transfer,1,12.92778741936066,180.98902387104923,0
CUST_49,52,101.026114200408,5253.357938421215,Month-to-month,Mailed check,1,34.79287455769692,1809.22947700024,1
CUST_50,48,126.55723810521582,6074.74742905036,Month-to-month,Mailed check,1,35.419969106639954,1700.1585171187178,0
CUST_51,43,73.92472987399627,3178.7633845818395,Month-to-month,Mailed check,1,34.05982570198416,1464.572505185319,0
CUST_52,58,140.49103752591418,8148.480176503022,Month-to-month,Credit card,1,51.25473612686811,2972.7746953583505,0
CUST_53,9,97.65982194196694,878.9383974777024,Two year,Electronic check,1,17.453812194316754,157.0843097488508,0
CUST_54,31,20.238003625521586,627.3781123911691,Two year,Electronic check,1,16.793033763498713,520.5840466684601,1
CUST_55,8,108.40493032832713,867.2394426266169,Two year,Mailed check,1,14.066682332732745,112.53345866186194,0
CUST_56,4,47.660573854939045,190.64229541975615,Month-to-month,Credit card,1,3.2238083714149344,12.895233485659736,1
CUST_57,7,21.98325819011592,153.88280733081146,Month-to-month,Credit card,1,7.992909196685531,55.95036437679872,0
CUST_58,22,115.6472701126142,2544.239942477512,Month-to-month,Credit card,0,27.5255703026973,605.5625466593406,0
CUST_59,50,91.74834970075358,4587.417485037679,Month-to-month,Bank transfer,0,35.05516808090835,1752.7584040454176,0
CUST_60,58,121.87074160516008,7068.503013099285,Month-to-month,Electronic check,0,38.87712552982461,2254.8732807298275,0
CUST_61,4,31.46197948385671,125.84791793542684,Month-to-month,Bank transfer,0,12.060590425517397,48.24236170206959,1
CUST_62,5,66.24095884231431,331.20479421157154,Month-to-month,Credit card,0,14.32873285453643,71.64366427268214,0
CUST_63,25,58.961213039009856,1474.0303259752463,Month-to-month,Bank transfer,0,15.693558328702856,392.3389582175714,1
CUST_64,50,93.97038970333703,4698.519485166852,One year,Electronic check,1,37.81911241799937,1890.9556208999688,1
CUST_65,44,86.31991668089027,3798.076333959172,Month-to-month,Electronic check,0,24.637689433946537,1084.0583350936477,0
CUST_66,13,121.67641250281056,1581.7933625365372,Two year,Bank transfer,0,12.777248596697149,166.10423175706293,0
CUST_67,27,44.3175280800492,1196.5732581613283,Month-to-month,Mailed check,0,9.149562490675908,247.03818724824947,0
CUST_68,53,94.94441585296096,5032.054040206932,Two year,Electronic check,1,39.65413442840977,2101.669124705718,0
CUST_69,17,103.7690630850784,1764.0740724463326,Month-to-month,Bank transfer,0,25.939062898549587,440.964069275343,0
CUST_70,46,79.78283834721658,3670.0105639719623,Month-to-month,Credit card,1,23.193240611740634,1066.8890681400692,1
CUST_71,52,92.53703989609306,4811.92607459684,Month-to-month,Bank transfer,1,30.34894810398351,1578.1453014071426,0
CUST_72,42,146.66238823402188,6159.820305828919,Month-to-month,Electronic check,0,41.686550110390414,1750.835104636397,0
CUST_73,19,117.71741428178754,2236.630871353964,Month-to-month,Credit card,1,28.37959737761704,539.2123501747237,0
CUST_74,16,69.52822693010764,1112.4516308817222,Month-to-month,Credit card,0,8.678946957455572,138.86315131928916,0
CUST_75,1,76.42211711089956,76.42211711089956,Month-to-month,Mailed check,0,7.21701819616052,7.21701819616052,0
CUST_76,5,112.66809293254514,563.3404646627257,Month-to-month,Bank transfer,1,6.55207944161101,32.76039720805505,1
CUST_77,26,32.18257218632573,836.7468768444689,Two year,Electronic check,1,16.87591632064692,438.7738243368199,0
CUST_78,48,102.9150689431485,4939.923309271127,Two year,Electronic check,1,39.66599134156525,1903.967584395132,1
CUST_79,35,34.86660446402833,1220.3311562409915,One year,Bank transfer,1,13.157568229145422,460.51488802008976,0
CUST_80,24,33.2402384268718,797.7657222449232,Month-to-month,Electronic check,1,12.455493999950908,298.9318559988218,0
CUST_81,8,106.66694129171292,853.3355303337033,Month-to-month,Bank transfer,1,16.410444346839906,131.28355477471925,0
CUST_82,27,41.722984079805926,1126.52057015476,Month-to-month,Electronic check,1,5.966951446354763,161.1076890515786,1
CUST_83,26,119.41340096990406,3104.748425217505,Month-to-month,Credit card,1,27.62319656292877,718.203110636148,1
CUST_84,41,117.57675344006564,4820.646891042691,One year,Electronic check,1,38.44690482672205,1576.323097895604,0
CUST_85,23,60.56263531823205,1392.940612319337,Month-to-month,Mailed check,1,22.780262496144605,523.946037411326,1
CUST_86,10,94.21239795086548,942.1239795086548,Month-to-month,Credit card,1,10.8329549977267,108.329549977267,1
CUST_87,4,103.868283850853,415.473135403412,One year,Mailed check,1,3.5795983731931127,14.31839349277245,0
CUST_88,40,125.49039921777693,5019.615968711077,One year,Mailed check,1,42.67552293099999,1707.0209172399996,0
CUST_89,24,46.19062155844179,1108.574917402603,Month-to-month,Electronic check,0,16.14866090426012,387.5678617022429,0
CUST_90,37,107.9115531306006,3992.727465832222,Two year,Mailed check,1,27.588340179655347,1020.7685866472478,0
CUST_91,28,126.97577585269752,3555.3217238755306,One year,Mailed check,0,27.388944531523425,766.8904468826559,0
CUST_92,38,73.87013825507992,2807.065253693037,One year,Credit card,0,28.4162588828858,1079.8178375496605,1
CUST_93,58,84.18058465238235,4882.473909838176,One year,Mailed check,1,38.49390247740733,2232.646343689625,0
CUST_94,20,86.85242149156053,1737.0484298312108,Month-to-month,Mailed check,0,13.299823776479297,265.99647552958595,0
CUST_95,39,142.11272160329727,5542.396142528593,Month-to-month,Credit card,0,34.83136287705956,1358.4231522053228,0
CUST_96,9,26.714598977050848,240.43139079345764,Month-to-month,Mailed check,0,7.697145901338544,69.2743131120469,0
